Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
Cho thuê nhà xưởng 22.890m2 giá 467 triệu/tháng-trong KCN Trảng Bom-Đồng Nai,"
467 Triệu/tháng","
22890 m²","
Trảng Bom - Đồng Nai",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622101244-a8e5_wm.jpg']
Chung cư Hiệp Bình Chánh đường 23 lầu 2 - chỉ 5.5 triệu/th,"
5.5 Triệu/tháng","
55 m²","
Thủ Đức - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/19/20230619101210-a9ed_wm.jpg']
"Nhà cho thuê Đường số 14, Phường Hiệp Bình Chánh, Thủ Đức","
1.05 Tỷ/tháng","
79 m²","
Thủ Đức - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616101354-7db9_wm.jpg']
Chủ đầu tư Ecopark cho thuê căn hộ WB 55m2 - 2PN - 1WC full đồ đẹp giá 7.5 tr/th LH 094.207.1988,"
7.5 Triệu/tháng","
55 m²","
Văn Giang - Hưng Yên",28/06/2023,['/Images/no-photo170.png']
"Chủ đầu tư Ecopark cho thuê CH Westbay, Aquabay, Rừng Cọ, Sky Oasis từ 4 tr/tháng, LH 0942071988","
5.5 Triệu/tháng","
45 m²","
Văn Giang - Hưng Yên",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/04/20221104110901-15ed_wm.jpg']
"Cho thuê căn hộ 1PN, view hồ bơi, giá 15 tr/th, Sunrise City. LH: 09.3456.9063","
15 Triệu/tháng","
56 m²","
Quận 7 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2021/06/01/20210601115212-296b_wm.jpg']
"2PN, 17.5 tr, giá tốt, full nội thất, Sunrise City","
17.5 Triệu/tháng","
76 m²","
Quận 7 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2021/05/29/20210529105600-3957_wm.jpg']
"Giá tốt, 3PN - 2WC, có ban công, giá 24 tr/th, Sunrise City. LH: 09.3456.9063","
24 Triệu/tháng","
112 m²","
Quận 7 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2021/05/28/20210528154429-0427_wm.jpg']
"Cho thuê sàn văn phòng đẹp nhất phố Láng 347m2 làm vp đại diện, phòng tập Gym, Yoga","
61 Triệu/tháng","
347 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628101150-1fa1_wm.jpg']
Thuê căn hộ Vision Bình Tân full nội thất giá rẻ nhà đẹp sạch sẽ thoáng mát,"
6.5 Triệu/tháng","
60 m²","
Bình Tân - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2020/06/17/20200617110202-433f_wm.jpg']
"Cho thuê nhà mặt tiền đường phạm ngũ lão , tuyến đường kinh doanh , giá 8 triệu","
8 Triệu/tháng","
54 m²","
Ninh Kiều - Cần Thơ",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628100536-0224_wm.jpg']
"Văn phòng cho thuê đường Hoàng Diệu, diện tích 100m2, 180m2, LH hotline: 098.20.999.20","
Thỏa thuận","
100 m²","
Hải Châu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2021/06/11/20210611160129-52bc_wm.jpg']
"Văn phòng cho thuê đường Nguyễn Văn Linh, diện tích 40m2, 80m2, 165m2. LH hotline: 098.20.999.20","
Thỏa thuận","
40 m²","
Hải Châu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2021/06/07/20210607152148-c8a0_wm.jpg']
"Văn phòng cho thuê đường Bạch Đằng, diện tích linh hoạt, LH hotline: 098.20.999.20","
Thỏa thuận","
74 m²","
Hải Châu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2020/02/19/20200219151922-e512_wm.jpg']
"Cho Thuê Kho Xưởng 6.600m2 và Đất Công Nghiệp 56.000m2 tại Tân Dân, Khoái Châu, Hưng Yên","
25 Nghìn/m²/tháng","
56000 m²","
Khoái Châu - Hưng Yên",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628100317-8fc2_wm.jpg']
"Chờ xuất bảnPhòng full nội thất, có chổ để xe, 1 PN, 1 WC, 1 bếp, KĐT Vạn Phúc","
7 Triệu/tháng","
35 m²","
Thủ Đức - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628100335-5d88_wm.jpg']
"Cho thuê nhà 1 trệt 1 lầu , mặt tiền đường Yết Kiêu , ninh kiều , giá 10 triệu","
10 Triệu/tháng","
40 m²","
Ninh Kiều - Cần Thơ",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628100244-d3e5_wm.jpg']
"Cho thuê penthouse Vinhomes Skylake Phạm Hùng, nội thất chủ đầu tư, view đẹp","
Thỏa thuận","
150 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,"['https://img.dothi.net/crop/170x115/2023/05/16/20230516150249-db98_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/16/20230516150249-db98_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/16/20230516150250-838a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/16/20230516150252-bc15_wm.jpg']"
Cho thuê căn hộ 2 phòng ngủ Park Hill,"
14 Triệu/tháng","
75 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/18/20230218153545-030d_wm.jpg']
Gia đình cần cho thuê căn hộ 3 phòng ngủ Park Hill,"
20 Triệu/tháng","
115 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/07/31/20220731103627-0579_wm.jpg']
"Văn phòng cho thuê đường Nguyễn Văn Linh, diện tích 267m2, LH hotline: 098.20.999.20","
188 Nghìn/m²/tháng","
267 m²","
Thanh Khê - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2022/04/25/20220425151638-aba6_wm.jpg']
Gia đình cần tho thuê căn 4 phòng ngủ Park 7,"
25 Triệu/tháng","
143 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/04/02/20220402114823-0ae8_wm.jpg']
"Văn phòng cho thuê đường Trần Hưng Đạo, diện tích 58m2, 115m2, LH hotline: 098.20.999.20","
Thỏa thuận","
58 m²","
Sơn Trà - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2020/02/24/20200224151243-57a0_wm.jpg']
"Văn phòng cho thuê đường Nguyễn Văn Linh, diện tích 110m2, 811m2, LH hotline: 098.20.999.20","
Thỏa thuận","
110 m²","
Hải Châu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2020/02/18/20200218141538-50e5_wm.jpg']
"Cho thuê nhà 1 trệt 1 lầu , mặt tiền đường nguyễn văn linh , giá 16 triệu","
16 Triệu/tháng","
81 m²","
Ninh Kiều - Cần Thơ",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628100014-2307_wm.jpg']
Handico Tower Nam Từ Liêm chào thuê các sàn văn phòng vị trí trung tâm đa dịch vụ tiện ích,"
317 Nghìn/m²/tháng","
135 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/01/20230201144059-2907_wm.jpg']
"Cho thuê nhà 1 trệt 2 lầu , mặt tiền đường trần minh sơn , gần trường y dược cần thơ  , giá 15trieu","
15 Triệu/tháng","
64 m²","
Ninh Kiều - Cần Thơ",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628095635-6960_wm.jpg']
"NHÀ CHO THUÊ MẶT TIỀN VÕ VĂN MÔN, GẦN TRƯỜNG TH LÝ TỰ TRỌNG","
9 Triệu/tháng","
325 m²","
Tân An - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628095558-f62a_wm.jpg']
Cho thuê khách sạn MT đường Hùng Vương - TTTP Nha Trang,"
65 Triệu/tháng","
700 m²","
Nha Trang - Khánh Hòa",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628095536-d71d_wm.jpg']
"Căn hộ tại Sunwah Pearl với 3PN, 122m2 nội thất có sẵn cần cho thuê","
49.3 Triệu/tháng","
122 m²","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622095034-ce64_wm.jpg']
Cho thuê xưởng 3500m2 giá 175 triệu/tháng - trong KCN Trảng Bom - Đồng Nai,"
175 Triệu/tháng","
3500 m²","
Trảng Bom - Đồng Nai",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616095256-7b2f_wm.jpg']
Cho thuê nhà đường Mạc Cửu - Nam Việt Á - chỉ 6tr/ tháng - LH 0909779568,"
6 Triệu/tháng","
100 m²","
Ngũ Hành Sơn - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/11/20230511092107-8fcf_wm.jpg']
Cho Thuê Mặt Bằng Đường Nguyễn Tất Thành- 250m2 Chỉ 16tr/ tháng- LH 0909779568,"
16 Triệu/tháng","
250 m²","
Thanh Khê - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/27/20230427153753-a690_wm.jpg']
Cho thuê nhà nguyên căn mặt tiền đường Mạc Cửu - khu Nam Việt Á chỉ 6tr - LH 0909779568,"
6 Triệu/tháng","
100 m²","
Ngũ Hành Sơn - Đà Nẵng",28/06/2023,"['https://img.dothi.net/crop/170x115/2023/03/13/20230313124747-585c_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/03/13/20230313124747-585c_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/03/13/20230313124748-3022_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/13/20230313124748-4bdd_wm.jpg']"
"Mặt bằng, nhà phố Thảo Điền, TP Thủ Đức. Vị trí đẹp, giao thông thuận lợi. Lh 0903652452","
220 Triệu/tháng","
1000 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/09/20221109141628-3dde_wm.jpg']
"Cho thuê nhà MT Quốc Hương, Thảo Điền, Q2, TP Thủ Đức. Diện tích: 650m2, giá tốt LH 0888600766","
170 Triệu/tháng","
650 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/06/21/20220621144505-9caf_wm.jpg']
"Cho thuê nhà đường Số 12, Thảo Điền, Q. 2. Diện tích: 450m2 giá tốt LH 0903652452 Mr. Phú","
116 Triệu/tháng","
450 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/05/25/20220525094842-ec02_wm.jpg']
"Cho thuê nhà đường Điện Biên Phủ, P. 17, Bình Thạnh diện tích: 67.5m2, giá tốt. Lh 0903652452","
16 Triệu/tháng","
67.5 m²","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/03/25/20220325150345-d1c2_wm.jpg']
"Cho thuê nhà liền kề Khu đô thị Văn Quán, nhà đẹp giá rẻ chỉ 20 tr/tháng","
20 Triệu/tháng","
Không xác định","
Hà Đông - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628095508-8d9d_wm.jpg']
"Cho thuê chung cư Irris Garden 30 Trần Hữu Dực, 3PN Cơ Bản","
14 Triệu/tháng","
130 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628095356-ef9a_wm.jpg']
"Cần cho thuê 250m2 diện tích văn phòng chuyên nghiệp, có thể vào ngay - Yên Hòa Park View Cầu Giấy","
Thỏa thuận","
250 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/11/20230411234459-c559_wm.jpg']
"Biệt thự khu Kim Sơn, Thảo Điền, TP Thủ Đức. Diện tích 650m2 giá tốt, LH 0903652452 Mr. Phú","
167 Triệu/tháng","
650 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/10/06/20221006114119-1353_wm.jpg']
"Cho thuê mặt bằng kinh doanh, văn phòng tòa nhà Đồng Lợi đường Láng, Đống Đa","
280000 Nghìn/m²/tháng","
270 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/12/20230412132608-cee7_wm.jpg']
"Vào ở ngay với căn hộ 3 phòng ngủ 155m2 ở Discovery 302 Cầu Giấy, đã có đầy đủ đồ. LH 0932438182","
Thỏa thuận","
155 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/09/29/20220929084932-afbc_wm.jpg']
"Cần cho thuê căn hộ 2 ngủ Vinhomes NCT, full nội thất, nhà đẹp vào ở được luôn. LH 0932438182","
18 Triệu/tháng","
86 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/05/26/20220526091859-02fc_wm.jpg']
"Cho thuê căn hộ chung cư Central Field - 219 Trung Kính, đang trống vào ở ngay, LHTT 0932438182","
12 Triệu/tháng","
71 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/13/20230413095832-d88e_wm.jpg']
"Cho thuê căn hộ chung cư Vinhomes Skylake, tòa S2 DT 110m2, 3PN, view hồ, view bể bơi. 0932438182","
Thỏa thuận","
110 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/01/13/20220113135939-8ae5_wm.jpg']
🏠   CHO THUÊ NHÀ GIÁ CỰC RẺ ✅[Quận 6] 9tr/tháng 2PN 2WC,"
9 Triệu/tháng","
50 m²","
Quận 6 - Hồ Chí Minh",28/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/28/20230628094520-6f25_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/28/20230628094520-6f25_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/28/20230628094521-af4c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/28/20230628094522-3da9_wm.jpg']"
"Cho thuê căn hộ chung cư tại Dự án Waterfront City, Lê Chân, Hải Phòng diện tích 65m2 giá 13500000 ","
13500.00 Tỷ/tháng","
65 m²","
Lê Chân - Hải Phòng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613094413-3076_wm.jpg']
"Cho thuê nhà mới ngõ 89 Phan kế bình 4,5 tầng vừa ở kết hợp bán hàng online","
15.5 Triệu/tháng","
38 m²","
Ba Đình - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628094224-2d85_wm.jpg']
"Cho thuê chung cư FLC Bamboo 265 Cầu Giấy, 2PN 3PN cực đẹp","
13 Triệu/tháng","
117 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628094120-edea_wm.jpg']
Bảng giá thuê căn hộ dịch vụ Vinhomes Central Park - Căn hộ Landmark 81 theo ngày,"
Thỏa thuận","
100 m²","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/12/30/20221230193034-c3df_wm.jpg']
Thuê căn hộ ngắn hạn tại Vinhomes giá tốt chỉ từ 1.1 triệu /đêm - 0938 228 786,"
1.1 Triệu/tháng","
Không xác định","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/02/09/20220209000102-e3b4_wm.jpg']
[HCM] - Thuê căn hộ Vinhomes Landmark 81 Theo Ngày chỉ từ 1.7 triệu/ đêm,"
1.7 Triệu/tháng","
60 m²","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/29/20230429120551-7d63_wm.jpg']
Dịch vụ cho thuê căn hộ Vinhomes Central Park ngắn hạn theo ngày,"
Thỏa thuận","
110 m²","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/09/05/20220905124419-f277_wm.jpg']
"Cho thuê các sàn văn phòng đa tiện ích 60m2 200m2 tại The Manor Mễ Trì, Nam Từ Liêm","
300 Nghìn/m²/tháng","
200 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/07/20230307210214-3f61_wm.jpg']
"Cho thuê văn phòng toà nhà Intracom Cầu Diễn, quận Bắc Từ Liêm giá ưu đãi 150 – 290m2","
200 Nghìn/m²/tháng","
150 m²","
Bắc Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/06/20230306150737-20a4_wm.jpg']
"Cho thuê chung cư Discovery Complex 302 Cầu Giấy, 2PN 3PN đẹp","
14 Triệu/tháng","
Không xác định","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628093114-3b3c_wm.jpg']
"Cho thuê sàn VP TM hạng A tại dự án Lancaster Luminaire 1152 - 1154 đường Láng, Đống Đa, Hà Nội.","
Thỏa thuận","
1000 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/15/20230215152647-2900_wm.jpg']
"Cho thuê nhà mặt phố Lê Trọng Tấn - KĐT Geleximco. DT 140m2, giá chỉ 30tr/tháng","
30 Triệu/tháng","
140 m²","
Hà Đông - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628092650-a5f2_wm.jpg']
"Cho thuê căn 2 phòng ngủ Times City, căn hộ 90m2, nội thất đầy đủ","
14 Triệu/tháng","
90 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/01/10/20230110154632-c944_wm.jpg']
Cho thuê căn góc 3 phòng ngủ tòa Times,"
16 Triệu/tháng","
110 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/01/07/20220107102539-37c5_wm.jpg']
"Cần tìm đối tác thuê KHÁCH SẠN tại TP Nha Trang.KC 1 Hầm, 18 Lầu. 80 phòng khai thác kinh doanh","
Thỏa thuận","
4000 m²","
Nha Trang - Khánh Hòa",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/06/20230606075411-38ec_wm.jpg']
Cho thuê xưởng mới xây 1100m2 giá 45 triệu/tháng-Phước Tân-Biên Hòa-Đồng Nai,"
45 Triệu/tháng","
1100 m²","
Biên Hòa - Đồng Nai",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622091258-32dd_wm.jpg']
"Cho thuê căn Dualkey Diamond Island nội thất hiện đại 3PN, 137m2 tầng thấp","
45 Triệu/tháng","
137 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/01/20230601090751-c757_wm.jpg']
"Cho thuê mặt bằng trung tâm tp HCM. Vị trí đẹp, giá tốt. Lh 0903652452 Mr Phú","
567 Triệu/tháng","
1187 m²","
Quận 1 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/12/19/20221219112635-8085_wm.jpg']
"Cho thuê nhà đường Số 4, Làng Báo Chí, Thảo Điền. Diện tích 110.5m2 liên hệ 0903652452 mr. Phú","
40 Triệu/tháng","
110.5 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/12/06/20221206135314-e295_wm.jpg']
"Cho thuê nhà phố, biệt thự Thảo Điền, tp Thủ Đức. Vị trí đẹp, giá tốt LH 0903652452 Mr. Phú","
52 Triệu/tháng","
200 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/08/20221108151637-1a53_wm.jpg']
"Cho thuê biệt thự Nguyễn Văn Hưởng, Thảo Điền, diện tích 600m2, giá tốt, LH 0903652452 Mr. Phú","
117 Triệu/tháng","
600 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/08/23/20220823155937-c7c2_wm.jpg']
"Nhà phố cho thuê phường Bình An, Q. 2, TP Thủ Đức. Vị trí đẹp, giá tốt liên hệ 0903652452 Mr. Phú","
30 Triệu/tháng","
80 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/03/19/20220319093149-4c9c_wm.jpg']
"Chủ cho thuê kho xưởng Đ. Nguyễn Thị Chiên, xã Tân An Hội, H. Củ Chi. DT: 1.500 - 2.000 - 5.000m2","
200 Triệu/tháng","
5000 m²","
Củ Chi - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612101214-0c23_wm.jpg']
"Chủ Cho Thuê Nhà 7X90 Phan Đình Phùng, TP.Bảo Lộc. Giá 5.5Tr/th","
5.5 Triệu/tháng","
560 m²","
Bảo Lộc - Lâm Đồng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612105243-6991_wm.png']
"CHo thuê nhà NC MTNB BÀu Cát 9,p14,Tân Bình.DT 4x16. đúc 2 lầu,st. 4pn, 3wc nhà còm sạch sẽ","
19 Triệu/tháng","
190 m²","
Tân Bình - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628091207-d924_wm.jpg']
"Cho thuê kho xưởng * 1200m2 trong KCN Long Hậu, huyện Cần Giuộc, Long An","
110 Triệu/tháng","
1200 m²","
Cần Giuộc - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/05/20230305152839-e630_wm.jpg']
"Cho thuê kho 1900m2 Cụm KCN Liên Hưng, Đức Hòa, Long An","
146 Triệu/tháng","
1900 m²","
Đức Hòa - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/17/20230217195610-61eb_wm.jpg']
"Nhà mặt tiền, mặt bằng cho thuê An Phú - An Khánh. Vị trí đẹp, giá tốt, LH 0903652452","
60 Triệu/tháng","
100 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/01/20221101133441-2c3d_wm.jpg']
"Cho thuê kho 3750m2 KCN Tân Kim, Cần Giuộc, Long An","
165 Triệu/tháng","
3750 m²","
Cần Giuộc - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2022/10/18/20221018113300-ada7_wm.jpg']
CHO THUÊ MẶT BẰNG NHÀ NGUYÊN CĂN ở ĐƯỜNG ĐINH BỘ LĨNH – PHƯỜNG 9 – TP MỸ THO – TIỀN GIANG.,"
5 Triệu/tháng","
78 m²","
Mỹ Tho - Tiền Giang",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628090703-fe71_wm.jpg']
"Cho thuê nhà mặt tiền Nguyễn Bá Huân, Thảo Điền. Diện tích 70m2, giá tốt. LH 0903652452 Mr. Phú","
20 Triệu/tháng","
70 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/11/20221111160813-08ce_wm.jpg']
"Cho thuê biệt thự đường Nguyễn Văn Hưởng, Thảo Điền. Vị trí đẹp, giá tốt LH 0903652452 Mr Phú","
45 Triệu/tháng","
125 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/05/20221105111730-5c70_wm.jpg']
"Cho thuê đất mặt tiền sông đường An Phú, TP Thủ Đức, diện tích 3721m2, giá tốt, LH 0903652452","
23.40 Triệu/m²/tháng","
3721 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/08/26/20220826142453-b59e_wm.jpg']
"Cho thuê MBKD 3000m2 đất chia lẻ từ 500m2 khu đô thị Trung Hòa Nhân Chính, quận Cầu Giấy","
Thỏa thuận","
3000 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/27/20230327085854-ea46_wm.jpg']
Cho thuê các loại căn hộ 1 ngủ - 2 ngủ tách bếp rộng rãi Vinhomes Marina Hải Phòng,"
15 Triệu/tháng","
50 m²","
Lê Chân - Hải Phòng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628090215-1316_wm.jpg']
Saigon Intela 2PN/2WC có nội thất máy lạnh - giường nệm 5.5tr/tháng,"
5.5 Triệu/tháng","
50 m²","
Bình Chánh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/07/20230207135727-5f88_wm.jpg']
Xem nhà miễn phí 247 - cho thuê căn hộ 3 phòng ngủ full nội thất dự án Diamond Flower Tower,"
18 Triệu/tháng","
130 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2021/03/11/20210311160016-ff8e_wm.jpg']
"Cho thuê căn hộ dự án Vinhomes Skylake, 50m2, 1 ngủ tầng cao view thoáng, nội thất đẹp (ảnh thật)","
17 Triệu/tháng","
50 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628085818-9edf_wm.jpg']
Kho xưởng 900m2 giá chỉ 25 triệu/tháng,"
25 Triệu/tháng","
900 m²","
Liên Chiểu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616085047-6407_wm.jpg']
"Văn phòng, mặt bằng cho thuê quận Phú Nhuận, TP HCM, vị trí giao thông thuận lợi. LH 0903652452","
200 Triệu/tháng","
140 m²","
Phú Nhuận - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/08/31/20220831160030-9a63_wm.jpg']
"Văn phòng, mặt bằng cho thuê Thảo Điền. Vị trí đẹp, giá tốt, LH 0903652452 Mr. Phú","
160.7 Triệu/tháng","
240 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/05/06/20220506153028-c414_wm.jpg']
Chính chủ cho thuê căn 3 ngủ nội thất cao cấp tòa P11 - Có chỗ để ô tô (miễn trung gian),"
25 Triệu/tháng","
120 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2020/12/24/20201224092340-f567_wm.jpg']
"Gia đình cần cho thuê căn hộ 2 phòng ngủ tòa T8, 83m2, đủ đồ (chính chủ)","
16 Triệu/tháng","
83 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2019/12/08/20191208111241-f588_wm.jpg']
"CHo thuê nhà NC HXH6m Nguyễn Hồng Đào,Tân Bình.DT 4x15. đúc 4 lầu,6pn, 5wc nhà mới đẹp NTCC","
22 Triệu/tháng","
300 m²","
Tân Bình - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628085445-2d09_wm.jpg']
Cho thuê mặt bằng tòa nhà Thành Đạt 3 DT từ 36 - 50 - 100 - 150 - 200 - 250m2,"
Thỏa thuận","
50 m²","
Ngô Quyền - Hải Phòng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616084413-1861_wm.jpg']
"Cho thuê sàn văn phòng Đại Lộ Thăng Long, diện tích 100 m2/tầng, thông sàn","
11 Triệu/tháng","
100 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613133114-1d13_wm.jpg']
"Cho thuê kho 1500 - 4000m2 mặt tiền DT743, Bình Chuẩn, Thị Xã Thuận An, Bình Dương","
142 Triệu/tháng","
1500 m²","
Thuận An - Bình Dương",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/18/20230518102518-35ec_wm.jpg']
