Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Đăng bán hộ người nhà, nhà riêng tại Láng Hạ, Đống Đa,dt 54m, xây 6 tầng thang máy, Gara, giá 11 tỷ","
11 Tỷ","
54 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623153857-be54_wm.jpg']
"Bán nhà trung tâm quận Thanh Xuân, đường ngõ thông rộng đẹp, thang máy, ô tô vào nhà, giá 7.9 tỷ","
7.9 Tỷ","
40 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623150630-a22e_wm.jpg']
"Bán nhà mặt tiền đường Huỳnh Tấn Phát,P.Phú Mỹ,Quận 7 giá 21 tỷ","
21 Tỷ","
2220 m²","
Quận 7 - Hồ Chí Minh",29/06/2023,['/Images/no-photo170.png']
"2,1 tỷ - CC Bông Sao A P5 Q8 - Bán căn 2PN - 66,8m2 SHR gần chợ Nhị Thiên Đường","
2.1 Tỷ","
66.8 m²","
Quận 8 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620153759-640a_wm.jpg']
"Chung cư Việt Hưng 91m 3PN/2WC ban công hướng mát full đồ 2,2 tỷ","
2.2 Tỷ","
91 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620153626-ce18_wm.jpg']
"Hạ giá bán gấp nhà MT Lê Quang Định, Bình Thạnh 4x33m - 4tầng giá rẻ (chính chủ)","
Thỏa thuận","
133 m²","
Bình Thạnh - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620153609-3dac_wm.jpg']
"Lô góc kinh doanh Vành Đai 4. Bán cực rẻ lô 280m2 đất đẹp mặt đường 377, Văn Giang, Hưng Yên","
28 Triệu/m²","
280 m²","
Văn Giang - Hưng Yên",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/20/20230620153558-b6b9_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620153558-b6b9_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620153604-3cec_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620153604-9370_wm.jpg']"
"Ngộp ngân hàng, giảm 2tỷ còn 7,2 tỷ, 80m2, tiện kinh doanh, gần Khu Kim Sơn, Quốc lộ 13, Thủ Đức.","
Thỏa thuận","
Không xác định","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617153934-a5f6_wm.jpeg']
"Bán nhà đường Nguyễn Hoàng Quận 2, 126m2, 1 hầm 3 lầu, đường 12m, full nội thất cao cấp, khu an nin","
36.5 Tỷ","
126 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617153700-ac32_wm.jpeg']
"Bán nhà Võ Văn Ngân Tp. Thủ Đức 158m2 ngang 5.5m 2tầng, đối diện VinCom TĐ Giá 6.2Tỷ LH 0772097423","
6.2 Tỷ","
158 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/04/26/20230426145335-a841_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/04/26/20230426145335-a841_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/04/26/20230426145336-ee73_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/04/26/20230426145456-4ff1_wm.jpeg']"
"Nhà MTKD khu Cao Lỗ Q8, 6 tầng thang máy ngang 8m có gần 50tr/th, đi định cư, 22.5 tỷ TL, gấp bán","
22.5 Tỷ","
112 m²","
Quận 8 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/13/20230213211228-51fc_wm.jpg']
"Bán shophouse Udic Westlake Võ Chí Công, đầu tư tốt - sinh lời cao, sổ đỏ lâu dài","
68 Triệu/m²","
285 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2021/01/10/20210110222408-8f84_wm.jpg']
Shophouse Sunshine City Ciputra đã hoàn thiện mặt ngoài và đang bàn giao,"
235 Triệu/m²","
184 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2020/09/25/20200925113808-3bb3_wm.jpg']
"Bán gấp biệt thự biển dự án Hoa Tien Paradise diện tích 464m2, giá 7.2 tỷ có thương lượng","
7.2 Tỷ","
464 m²","
Nghi Xuân - Hà Tĩnh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629153839-9106_wm.jpg']
CHƯA BAO GIỜ THẤY Khương Đình - 44m2 giá 3.6 tỷ- cho thuê 12 triệu/ tháng,"
Thỏa thuận","
44 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626153047-d441_wm.jpg']
"Tumys Phú Mỹ - Từ 1,4 tỷ dễ dàng sở hữu căn hộ cao cấp 2PN tại TX Phú Mỹ, Bà Rịa - Vũng Tàu","
Thỏa thuận","
50 m²","
Phú Mỹ - Bà Rịa Vũng Tàu",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623153348-da19_wm.jpg']
Bán Gấp 3pn-95m2- Tòa Sa3 Full Nội Thất Giá 45tr/M2 Tỷ Bao Phí Rẻ Nhất Thị Trường Lh:0922630666,"
4.25 Tỷ","
95 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622155732-f522_wm.jpg']
"Q2 Thảo Điền Fraser bán hoặc cho thuê căn hộ, tầng cao tháp T1, có diện tích 214m2","
31 Tỷ","
214 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620161823-cbd8.jpg']
Bán đất đường Nguyễn Duy Trinh DA Đông Thủ Thiêm Q. 2 (125m2) 82 tr/m2 LH. 0909 972 783,"
10.26 Tỷ","
125.1 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620161315-d61a_wm.jpg']
Nhận nhà ở ngay sổ đỏ trao tay full nội thất nhập khẩu view bể bơi nội khu xanh mát,"
2.1 Tỷ","
63 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602113414-d86f_wm.jpg']
"Căn hộ sang vị trí vàng full nội thất cao cấp chỉ 4,1 tỷ /3pn nhận nhà ở ngay","
4.1 Tỷ","
87 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602111458-7921_wm.jpg']
"HXH ngay Đầm Sen 218m2 10x21m nở hậu 4 tầng 5PN hiện đại, ở vừa kinh doanh, 20.5 tỷ TL","
20.5 Tỷ","
218 m²","
Tân Phú - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/14/20230414192458-371e_wm.jpg']
"Nhà vườn HXH 8m Lương Văn Can Q8 178m2 6.5x28 SHR cực đẹp an sinh tốt, chỉ nhỉnh 11 tỷ TL","
11.1 Tỷ","
178 m²","
Quận 8 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/22/20230322095621-1f08_wm.jpg']
"Chỉ từ 2.6 tỷ sở hữu căn hộ ngay chân cầu Chương Dương, CK 5%, Hỗ trợ vay 0% LS, Nhận nhà ở ngay","
3.8 Tỷ","
80 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/28/20230228102302-a53e_wm.jpg']
Bán nhà Mặt tiền Bình Tân An Lạc 4 tầng 80m2 4x20 mới đẹp view công viên an sinh đỉnh chỉ 6.8 tỷ T,"
6.8 Tỷ","
80 m²","
Bình Tân - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/18/20230218155636-e0ec_wm.jpg']
"Chính chủ bán BT song lập Starlake giá tốt, 3 mặt thoáng, mặt tiền 15m, gần hồ điều hoà","
270 Triệu/m²","
222.8 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/17/20230217144517-9ec3_wm.jpeg']
"Nhà bán liền kề KDC Bửu Long trục E3 1 trệt 2 lầu 5,8 tỷ đường 22m vỉa hè 5m","
5.8 Tỷ","
95 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2022/11/28/20221128095020-c952_wm.jpg']
"Chuyển hướng đầu tư cần bán căn 69m2 2PN, full nội thất Vinhomes Ocean Park giá 1,9 tỷ","
1.9 Tỷ","
69 m²","
Gia Lâm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/11/14/20221114160006-71d6_wm.jpg']
"Mặt tiền Q10 CMT8 118m2, 4.2x28m vuông vức duy nhất 1 căn, tiện xây mới, giảm sốc còn 31 tỷ TL","
31 Tỷ","
118 m²","
Quận 10 - Hồ Chí Minh",29/06/2023,"['https://img.dothi.net/crop/170x115/2022/10/19/20221019083847-b9fc_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/10/19/20221019083847-b9fc_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/10/19/20221019083847-5ce1_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/10/19/20221019083847-b002_wm.jpg']"
"Bán nhà MTKD Ỷ Lan Tân Phú DT khủng 151m2, 8.4x18m. Vuông vức, khu dân trí hiếm bán, giá 20.2 tỷ TL","
20.2 Tỷ","
151 m²","
Tân Phú - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/05/10/20220510183410-c0a5_wm.jpg']
"Bán shophouse và biệt thự Starlake khu K3 - K5 - K7, vị trí đẹp, mặt đường lớn, lô góc nhìn sang hồ","
270 Triệu/m²","
214 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/02/07/20220207221858-322f_wm.jpg']
"Bán 2 lô đất liền kề, đường An Đồn 6, hướng Nam. Vị trí siêu đẹp","
Thỏa thuận","
210 m²","
Sơn Trà - Đà Nẵng",29/06/2023,['https://img.dothi.net/crop/170x115/2019/03/22/20190322171442-d118_wm.jpg']
"Cần bán shophouse, nhà phố, biệt thự, khu đô thị GS Metro City - ZeitGeist, Nhà Bè, TPHCM","
Thỏa thuận","
126 m²","
Nhà Bè - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629161624-e96c_wm.jpg']
"Giảm 200 tr Cần bán gấp căn hộ chung cư Sông Đà Mễ Trì 126m2, 3PN, nhỉnh 4 tỷ","
4.35 Tỷ","
126 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629161934-8690_wm.jpg']
"Bán nhà Phương Canh, Trịnh Văn Bô, DT: 41m2 x 4tầng, hướng Bắc, giá 4.05 tỷ. LH: 097.3535.231","
4.05 Tỷ","
41 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629161741-67be_wm.jpg']
"Bán nhà góc 2 mặt tiền phường quang vinh cách Phan Đình Phùng 150m, 12m x 12m","
6 Tỷ","
144 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530135411-9cef_wm.jpg']
"Cần bán gấp căn 2PN rộng 109 m2 giá 4,8 tỷ bp tại Royal City (giá thật không phải giá ảo)","
4.8 Tỷ","
109 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/28/20221028164317-b2b8-wm.jpeg']
"Bán 100m2 đất, đường (10.5m) Mai Hắc Đế, ngay chợ Đêm, sát Cầu Rồng, về giá 10,8 tỷ","
10.8 Tỷ","
100 m²","
Sơn Trà - Đà Nẵng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629152821-e3a8_wm.jpg']
"Bán nhà dân xây Xuân Phương, ôtô đỗ cách 10m,ngõ thông, DT: 43m2 x 4tầng, hướng Tây Nam, giá 4.1tỷ","
4.1 Tỷ","
43 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628151639-67b0_wm.jpg']
"Bán đất tại Đường Phùng Khắc Khoan, Phường Quang Trung, Sơn Tây, Hà Nội diện tích 90.6m2 giá 40 T","
40 Triệu/m²","
90.6 m²","
Sơn Tây - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/27/20230627151433-577a_wm.jpg']
"Bán gấp!!! Nhà mặt tiền đường Bùi Văn Hòa, phường Long Bình; 246m2 (6x41m) giá giảm còn 10 tỷ","
10 Tỷ","
246 m²","
Biên Hòa - Đồng Nai",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/26/20230626152209-2e79_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/26/20230626152209-2e79_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/26/20230626152202-dbe0_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/26/20230626152204-1d1d_wm.jpg']"
"Bán nhà vũ tông phan-ngã tư sở 35m2 Full đồ giá 4,1 tỷ 5 tầng","
Thỏa thuận","
35 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626152218-55b5_wm.jpg']
Bán 83 x 41 đất Nam Cát Tiên - Huyện Tân Phú GIÁ NGỘP 500TR/ SÀO đường xe hơi,"
2 Tỷ","
4012 m²","
Tân Phú - Đồng Nai",29/06/2023,['/Images/no-photo170.png']
Nhà mới 51m2 ôtô đỗ cửa đường đông ngạc quận bắc từ liêm,"
4.9 Tỷ","
51 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623152258-c67d_wm.jpg']
"Giá thật - Cắt lỗ căn 2 ngủ Royal City (133 m2, căn 2 ban công, đã sửa 3n siêu rộng, 6,2 tỷ","
6.2 Tỷ","
133 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/21/20230621144745-52f6_wm.jpg']
"Bán căn hộ chung cư tại dự án Mulberry Lane, Hà Đông, Hà Nội diện tích 130m2 giá 4.650 tỷ","
4.65 Tỷ","
130 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/19/20230619113314-5585_wm.jpg']
"Bán Homestay 3 lầu HXH góc 2 MT Trần Não Quận 2, giá 9,8 tỷ kinh doanh 60tr/tháng.Lh:09318.34579","
Thỏa thuận","
Không xác định","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617152250-07a4_wm.jpeg']
"Nhà bán mặt tiền đường Phạm Văn Thuận, 1500m2 ngang 12m đang cho thuê ổn định gần 2 tỷ/năm","
85 Tỷ","
1500 m²","
Biên Hòa - Đồng Nai",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/17/20230617152213-3f14_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/17/20230617152213-3f14_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/17/20230617152211-19bf_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/17/20230617152212-a010_wm.jpg']"
Đầu tư Shophouse chân đế vinhomes smart city giá chỉ từ 4 tỷ cho thuê 75tr/ tháng,"
4 Tỷ","
87 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/10/20230610085224-b259_wm.jpg']
"Bán căn hộ 2PN, 2WC chung cư D'Capital Trần Duy Hưng, tòa C6, tầng 26, có nội thất đi kèm","
Thỏa thuận","
70 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/25/20230425114758-0bd0_wm.jpg']
Bán căn hộ 2PN chung cư Hinode City Minh Khai ban công Đông Nam giá rẻ nhất thị trường,"
4.3 Tỷ","
77 m²","
Hai Bà Trưng - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/12/12/20221212152150-0ba5_wm.jpg']
"Sang Úc định cư, bán nhà mặt phố Xã Đàn, 2 mặt tiền, 78m2, xây 7 tầng, giá 40.5 tỷ, tin thật 100%","
40.5 Tỷ","
78 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629152348-c539_wm.jpg']
"Bán nhà ngõ 5 phố Láng Hạ,Gỉang Võ,Đê La Thành diện tích 35 m² x 5T ô tô đỗ cửa giá 5.9 tỷ","
5.9 Tỷ","
35 m²","
Ba Đình - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629152251-aa90_wm.jpg']
"Bán căn Shop đẹp view bể bơi giá 6,8 tỷ cho thuê 45tr/th tại dự án Vinhomes Smart City Tây Mỗ","
6.8 Tỷ","
48 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629152107-f862_wm.jpg']
"Bán nhà xóm Lò, Tây Mỗ, ôtô đỗ gần, DT: 30m2 x 5tầng, hướng Đông Bắc, giá 2.7tỷ. LH: 097.3535.231","
2.7 Tỷ","
30 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628151039-0e64_wm.jpg']
"Bán nhà thuần nghệ tại Đường Phùng Khắc Khoan, Phường Quang Trung, Sơn Tây, Hà Nội","
Thỏa thuận","
Không xác định","
Sơn Tây - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/27/20230627150943-332b_wm.jpg']
HIẾM NHỈNH 2.5 TỶ TÍ 31M2 5 TẦNG NGAY BÀ TRIỆU TRƯỜNG LÊ LỢI HÀ ĐÔNG,"
2.5 Tỷ","
31 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623151547-1b72_wm.jpg']
"Bán đất Hòa Minh 28, DT 5x21,5m (107m2) đường 6m sát UBND Liên Chiểu","
3.15 Tỷ","
107 m²","
Liên Chiểu - Đà Nẵng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620151845-d179_wm.jpg']
Bán toà nhà văn phòng 19 tầng sát Mỹ Đình Pearl và BV Hồng ngọc,"
Thỏa thuận","
10000 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/19/20230619160927-9f66_wm.jpg']
"Bán lỗ 8 tỷ căn góc 2 mặt tiền Vạn Phúc City, Thủ Đức, 156m2, 4 lầu, đường số 5.Lh: 09318.34579","
23.5 Tỷ","
156 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617151932-7555_wm.jpeg']
Bán 1965m2 đất giá 34tr/m2 mặt tiền Vườn Lài An Phú Đông Quận 12,"
67 Tỷ","
1965 m²","
Quận 12 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617151626-d190_wm.jpg']
"Bán dãy nhà trọ đường 20 Hiệp Bình Chánh, ngang 7,5m, xây dựng 3 lầu, giá 10.4tỷ, có 8 phòng trọ","
10.4 Tỷ","
135 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617151547-5806_wm.jpeg']
"Siêu rẻ căn hộ 67 m2 chỉ 1.7 tỷ/ căn, giá gốc không chênh, hỗ trợ ngân hàng miễn lãi, nhận nhà ngay","
1.7 Tỷ","
67 m²","
Đông Anh - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616141113-c7e9_wm.png']
"Tôi cần bán mảnh đất  DT 66m2, MT5,8m, tại ngõ 50 Mễ Trì Thượng hiện tại có nhà cấp 4 đang cho thu","
120 Triệu/m²","
66 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602151348-585b_wm.jpg']
0937085668 chính chủ bán CH Eco Lake View 32 Đại Từ 2202(94m2) HH3 và 2106 (103m2) HH2A giá thật,"
Thỏa thuận","
94 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/18/20230418161530-95e6_wm.jpg']
"Bán gấp toà nhà căn hộ dịch vụ Quận 7, 640m2 đất, 96 phòng, doanh thu hơn 700tr","
165 Tỷ","
640 m²","
Quận 7 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/11/20230411104021-849b_wm.jpeg']
"Bán lô đất mặt tiền Nguyễn Văn Hưởng, 816 đất, sổ hồng, giá bán tốt nhất hiện tại","
187.7 Tỷ","
816 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/10/20230410115212-f80a_wm.jpg']
"Bán đất mặt tiền đường Trần Ngọc Diện, Thảo Điền, 1274m2 đất, xây cao tầng","
350 Tỷ","
1274.3 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/10/20230410112610-ef86_wm.png']
"Bán lô đất Thảo Điền, MT Đường 76, 129.7m2 đất, sổ hồng, phù hợp công ty, căn hộ dịch vụ","
32.5 Tỷ","
129.7 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/06/20230406113658-01d6_wm.jpg']
"Bán biệt thự bờ sông Thảo Điền, DT đất 1000m2, 1 hầm + 5 tầng, hồ bơi, bến dỗ du thuyền","
290 Tỷ","
1000 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/06/20230406111808-8c6e_wm.jpg']
"Bán đất biệt thự nghỉ dưỡng tại Quận 2, DT 3900m2, 200m2 thổ cư, có ao cá, suối, vườn thông","
230 Tỷ","
3900 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/06/20230406105256-f6ad_wm.jpg']
"Bán Villa Saroma Sala có dt 600m2 đất, 1 hầm + 4 tầng, 7PN, nội thất cao cấp hơn 50 tỷ","
550 Tỷ","
600 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/05/20230405110237-dda9_wm.jpg']
"Bán 2 căn shophouse khu An Phú New City, đã có sổ Hồng, tổng DT 310.7m2, giá 85 tỷ","
85 Tỷ","
310.7 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/04/20230404133625-4c35_wm.jpg']
Bán nhà 5.000m2 x 3 tầng ở Lê Văn Lương - Thanh Xuân,"
Thỏa thuận","
5000 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/01/03/20230103120235-bcf1_wm.jpg']
"Cần bán lỗ lô đất 231m2 ngay chợ Định Hiệp, đối diện trường mầm non","
800 Triệu","
231 m²","
Dầu Tiếng - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2022/11/13/20221113094054-a900_wm.jpg']
"Bán nhà Cầu Cốc, Tây Mỗ, 2 thoáng, DT: 35m2 x 4 tầng, hướng Tây Nam, giá 3,45 tỷ. LH: 097.3535.231","
3.45 Tỷ","
35 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/08/04/20220804112646-8ec7_wm.jpg']
Bán Đất Vườn Khai Thác Du Lịch Homestay View Biển Bình Thuận Giá Rẻ,"
4000000000 Tỷ","
3700 m²","
Bắc Bình - Bình Thuận",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629151836-a4eb_wm.jpg']
"Chính chủ bán CC Times Tower 35 Lê Văn Lương, DT 115m 3PN full NT đẹp nhỉnh 5.5 tỷ. Lh 0971085383","
5.5 Tỷ","
115 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/18/20230418104308-2db0_wm.jpg']
"O971, O85383 Chính chủ bán CC Sky Central 1808(99m) & 2002(92m) & 2010(73m), SĐCC, full NT","
38 Triệu/m²","
73 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/29/20230329154429-99fb_wm.jpg']
Bán nhà để cho con đi học nước ngoài 31m2  xây 5 tầng  phố cổ nhuế,"
2.8 Tỷ","
31 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623151214-0796_wm.jpg']
"Bán nhà mặt phố quận Hai Bà Trưng, khu Vân Hồ, kinh doanh VIP, vỉa hè rộng 24 tỷ","
24 Tỷ","
40 m²","
Hai Bà Trưng - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/23/20230623151202-4b63_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623151202-4b63_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623151202-818c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623151203-35fd_wm.jpg']"
"Chuyên chuyển nhượng chung cư Vinhome Green Bay Mễ Trì, giá rẻ nhất, chủ nhà nhiệt tình bán","
Thỏa thuận","
29 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620151134-cadb_wm.jpg']
"Chính chủ nhờ bán lại showroom 1000m2 full đất thổ cư lâu dài, mặt tiền 24m xây nhà tiền chế 3 tầng","
239 Tỷ","
952 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620141730-48e2_wm.jpg']
"Bán nhanh căn 3PN2WC/80m2 tại Imperia Smart City - Tầng trung, thoáng - Nội thất CĐT - giá 3.05 tỷ","
3.05 Tỷ","
80 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/08/20230608150913-51fc_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/08/20230608150913-51fc_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/08/20230608150913-1932_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/08/20230608150930-00a1_wm.jpg']"
PHÂN LÔ - Ô TÔ TRÁNH - TÁI ĐỊNH CƯ NGỌC THỤY - THÔNG SỐ VÀNG - HIẾM,"
6.3 Tỷ","
42 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/22/20230422113855-57b5_wm.jpg']
"Bán nhanh biệt thự Quận 2, căn góc, Đường Số 21, 360m2 đất, 4 tầng, view sông","
83 Tỷ","
360 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/17/20230417104258-fee9_wm.png']
"Bán nhà Thảo Điền Thủ Đức, mặt tiền Trúc Đường, 3 tầng, 110.7m2 đất, sổ hồng","
21 Tỷ","
110.7 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/15/20230415110728-77c9_wm.jpg']
"Bán biệt thự Thảo Điền, đường số 59, DT 477.3m2 đất, sổ hồng, 2 tầng","
73 Tỷ","
477.3 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/12/20230412111122-30b1_wm.jpg']
"Cần bán nhà đất mặt tiền Thảo Điền, Quận 2 cũ, DT khuân viên 1100m2, giá tốt","
230 Tỷ","
1100 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/12/20230412105402-aa56_wm.jpg']
